Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
sp|Q14689|DIP2A_HUMAN	Q14689	DIP2A_HUMAN	DIP2A	1571	Homo sapiens	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog A	1.0000	0.9944	4	4	4	5	0	2	2	     0	     0	     0		
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	Homo sapiens	1:Experimental evidence at protein level	Protein RRP5 homolog	1.0000	0.9955	7	12	12	12	0	3	9	     0	     0	     0		
sp|Q14692|BMS1_HUMAN	Q14692	BMS1_HUMAN	BMS1	1282	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein BMS1 homolog	1.0000	0.9981	3	6	6	6	0	5	1	     0	     0	     0		
sp|Q14693|LPIN1_HUMAN	Q14693	LPIN1_HUMAN	LPIN1	890	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate phosphatase LPIN1	1.0000	0.9980	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 10	1.0000	0.9984	4	5	5	5	1	3	1	     0	     0	     0		
sp|Q14738|2A5D_HUMAN	Q14738	2A5D_HUMAN	PPP2R5D	602	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.0000	0.9989	4	4	1	4	0	2	2	     0	     0	     0		
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR	1.0000	0.9946	4	7	7	7	1	4	2	     0	     0	     0		
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	Homo sapiens	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 2	1.0000	0.9944	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q14761|PTCA_HUMAN	Q14761	PTCA_HUMAN	PTPRCAP	206	Homo sapiens	1:Experimental evidence at protein level	Protein tyrosine phosphatase receptor type C-associated protein	1.0000	0.9989	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens	1:Experimental evidence at protein level	Major vault protein	1.0000	0.9988	3	6	6	6	0	3	3	     0	     0	     0		
sp|Q14789|GOGB1_HUMAN	Q14789	GOGB1_HUMAN	GOLGB1	3259	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily B member 1	1.0000	0.9842	2	4	4	4	1	2	1	     0	     0	     0		
sp|Q147X3|NAA30_HUMAN	Q147X3	NAA30_HUMAN	NAA30	362	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 30	1.0000	0.9943	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q14807|KIF22_HUMAN	Q14807	KIF22_HUMAN	KIF22	665	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF22	1.0000	0.9983	5	9	9	9	1	2	6	     0	     0	     0		
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD4	1.0000	0.9990	12	25	16	25	1	7	17	     0	     0	     0		
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens	1:Experimental evidence at protein level	LIM and SH3 domain protein 1	1.0000	0.9972	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q14872|MTF1_HUMAN	Q14872	MTF1_HUMAN	MTF1	753	Homo sapiens	1:Experimental evidence at protein level	Metal regulatory transcription factor 1	1.0000	0.9966	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 638	1.0000	0.9988	4	6	6	6	1	1	4	     0	     0	     0		
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens	1:Experimental evidence at protein level	Importin subunit beta-1	1.0000	0.9978	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0000	0.9952	2	5	5	5	1	2	2	     0	     0	     0		
sp|Q14997|PSME4_HUMAN	Q14997	PSME4_HUMAN	PSME4	1843	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 4	1.0000	0.9986	2	4	4	4	0	3	1	     0	     0	     0		
sp|Q14999|CUL7_HUMAN	Q14999	CUL7_HUMAN	CUL7	1698	Homo sapiens	1:Experimental evidence at protein level	Cullin-7	1.0000	0.9976	1	3	0	3	1	1	1	     0	     0	     0	sp|Q8IWT3|CUL9_HUMAN	
sp|Q149N8|SHPRH_HUMAN	Q149N8	SHPRH_HUMAN	SHPRH	1683	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase SHPRH	1.0000	0.9943	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q14CS0|UBX2B_HUMAN	Q14CS0	UBX2B_HUMAN	UBXN2B	331	Homo sapiens	1:Experimental evidence at protein level	UBX domain-containing protein 2B	1.0000	0.9976	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q15004|PAF15_HUMAN	Q15004	PAF15_HUMAN	PCLAF	111	Homo sapiens	1:Experimental evidence at protein level	PCNA-associated factor	1.0000	0.9990	1	4	4	4	1	1	2	     0	     0	     0		
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens	1:Experimental evidence at protein level	Signal peptidase complex subunit 2	1.0000	0.9985	3	11	11	11	2	3	6	     0	     0	     0		
sp|Q15011|HERP1_HUMAN	Q15011	HERP1_HUMAN	HERPUD1	391	Homo sapiens	1:Experimental evidence at protein level	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	1.0000	0.9946	3	3	3	3	0	1	2	     0	     0	     0		
sp|Q15014|MO4L2_HUMAN	Q15014	MO4L2_HUMAN	MORF4L2	288	Homo sapiens	1:Experimental evidence at protein level	Mortality factor 4-like protein 2	1.0000	0.9937	2	5	5	5	0	2	3	     0	     0	     0		
sp|Q15018|ABRX2_HUMAN	Q15018	ABRX2_HUMAN	ABRAXAS2	415	Homo sapiens	1:Experimental evidence at protein level	BRISC complex subunit Abraxas 2	1.0000	0.9974	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens	1:Experimental evidence at protein level	Septin-2	1.0000	0.9978	8	19	17	19	3	6	10	     0	     0	     0		
sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	Homo sapiens	1:Experimental evidence at protein level	Condensin complex subunit 1	1.0000	0.9978	5	11	11	11	2	4	5	     0	     0	     0		
sp|Q15022|SUZ12_HUMAN	Q15022	SUZ12_HUMAN	SUZ12	739	Homo sapiens	1:Experimental evidence at protein level	Polycomb protein SUZ12	1.0000	0.9985	5	12	12	12	1	4	7	     0	     0	     0		
sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP42	1.0000	0.9938	1	4	4	4	1	1	2	     0	     0	     0		
sp|Q15025|TNIP1_HUMAN	Q15025	TNIP1_HUMAN	TNIP1	636	Homo sapiens	1:Experimental evidence at protein level	TNFAIP3-interacting protein 1	1.0000	0.9978	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q15027|ACAP1_HUMAN	Q15027	ACAP1_HUMAN	ACAP1	740	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	1.0000	0.9990	4	25	25	25	7	6	12	     0	     0	     0		
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens	1:Experimental evidence at protein level	116 kDa U5 small nuclear ribonucleoprotein component	1.0000	0.9988	6	13	13	13	2	3	8	     0	     0	     0		
sp|Q15036|SNX17_HUMAN	Q15036	SNX17_HUMAN	SNX17	470	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-17	1.0000	0.9950	2	5	5	5	0	2	3	     0	     0	     0		
sp|Q15042|RB3GP_HUMAN	Q15042	RB3GP_HUMAN	RAB3GAP1	981	Homo sapiens	1:Experimental evidence at protein level	Rab3 GTPase-activating protein catalytic subunit	1.0000	0.9989	4	5	5	5	0	0	5	     0	     0	     0		
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens	1:Experimental evidence at protein level	Lysine--tRNA ligase	1.0000	0.9921	4	5	5	5	0	1	4	     0	     0	     0		
sp|Q15051|IQCB1_HUMAN	Q15051	IQCB1_HUMAN	IQCB1	598	Homo sapiens	1:Experimental evidence at protein level	IQ calmodulin-binding motif-containing protein 1	1.0000	0.9989	1	4	4	4	1	1	2	     0	     0	     0		
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H	1.0000	0.9989	10	25	25	25	4	7	14	     0	     0	     0		
sp|Q15057|ACAP2_HUMAN	Q15057	ACAP2_HUMAN	ACAP2	778	Homo sapiens	1:Experimental evidence at protein level	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	1.0000	0.9975	3	4	4	4	0	0	4	     0	     0	     0		
sp|Q15058|KIF14_HUMAN	Q15058	KIF14_HUMAN	KIF14	1648	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF14	1.0000	0.9987	3	3	3	3	0	0	3	     0	     0	     0		
sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	ACOX1	660	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 1	1.0000	0.9988	3	8	8	8	1	3	4	     0	     0	     0		
sp|Q15070|OXA1L_HUMAN	Q15070	OXA1L_HUMAN	OXA1L	435	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial inner membrane protein OXA1L	1.0000	0.9899	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A6	1.0000	0.9988	3	4	4	4	0	2	2	     0	     0	     0		
sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	Homo sapiens	1:Experimental evidence at protein level	Plectin	1.0000	0.9984	8	10	10	10	1	3	6	     0	     0	     0		
sp|Q15154|PCM1_HUMAN	Q15154	PCM1_HUMAN	PCM1	2024	Homo sapiens	1:Experimental evidence at protein level	Pericentriolar material 1 protein	1.0000	0.9987	4	11	11	11	0	4	7	     0	     0	     0		
sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	Homo sapiens	1:Experimental evidence at protein level	Inorganic pyrophosphatase	1.0000	0.9896	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q15208|STK38_HUMAN	Q15208	STK38_HUMAN	STK38	465	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 38	1.0000	0.9971	4	4	4	7	1	1	2	     0	     0	     0		
sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	Homo sapiens	1:Experimental evidence at protein level	Non-POU domain-containing octamer-binding protein	1.0000	0.9990	9	16	16	16	1	6	9	     0	     0	     0		
sp|Q15306|IRF4_HUMAN	Q15306	IRF4_HUMAN	IRF4	451	Homo sapiens	1:Experimental evidence at protein level	Interferon regulatory factor 4	1.0000	0.9973	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q15345|LRC41_HUMAN	Q15345	LRC41_HUMAN	LRRC41	812	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 41	1.0000	0.9970	4	7	7	7	1	2	4	     0	     0	     0		
sp|Q15365|PCBP1_HUMAN	Q15365	PCBP1_HUMAN	PCBP1	356	Homo sapiens	1:Experimental evidence at protein level	Poly(rC)-binding protein 1	1.0000	0.9936	4	6	6	11	1	1	4	     0	     0	     0		
sp|Q15366|PCBP2_HUMAN	Q15366	PCBP2_HUMAN	PCBP2	365	Homo sapiens	1:Experimental evidence at protein level	Poly(rC)-binding protein 2	1.0000	0.9982	4	9	4	9	0	4	5	     0	     0	     0		
sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	Homo sapiens	1:Experimental evidence at protein level	Elongin-B	1.0000	0.9910	3	5	5	5	1	1	3	     0	     0	     0		
sp|Q15393|SF3B3_HUMAN	Q15393	SF3B3_HUMAN	SF3B3	1217	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 3	1.0000	0.9971	6	8	8	8	1	3	4	     0	     0	     0		
sp|Q15397|PUM3_HUMAN	Q15397	PUM3_HUMAN	PUM3	648	Homo sapiens	1:Experimental evidence at protein level	Pumilio homolog 3	1.0000	0.9967	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q15418|KS6A1_HUMAN	Q15418	KS6A1_HUMAN	RPS6KA1	735	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein S6 kinase alpha-1	1.0000	0.9976	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q15424|SAFB1_HUMAN	Q15424	SAFB1_HUMAN	SAFB	915	Homo sapiens	1:Experimental evidence at protein level	Scaffold attachment factor B1	1.0000	0.9986	3	8	7	8	2	3	3	     0	     0	     0		
sp|Q15427|SF3B4_HUMAN	Q15427	SF3B4_HUMAN	SF3B4	424	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 4	1.0000	0.9983	3	9	9	9	2	3	4	     0	     0	     0		
sp|Q15435|PP1R7_HUMAN	Q15435	PP1R7_HUMAN	PPP1R7	360	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 7	1.0000	0.9963	3	5	5	5	0	3	2	     0	     0	     0		
sp|Q15436|SC23A_HUMAN	Q15436	SC23A_HUMAN	SEC23A	765	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec23A	1.0000	0.9946	3	2	2	9	0	2	0	     0	     0	     0		
sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec23B	1.0000	0.9983	5	13	6	13	1	4	8	     0	     0	     0		
sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3A subunit 1	1.0000	0.9981	4	6	6	6	1	2	3	     0	     0	     0		
sp|Q15477|SKI2_HUMAN	Q15477	SKI2_HUMAN	SKIC2	1246	Homo sapiens	1:Experimental evidence at protein level	Superkiller complex protein 2	1.0000	0.9984	2	6	6	6	2	3	1	     0	     0	     0		
sp|Q15517|CDSN_HUMAN	Q15517	CDSN_HUMAN	CDSN	529	Homo sapiens	1:Experimental evidence at protein level	Corneodesmosin	1.0000	0.9981	2	3	3	3	0	3	0	     0	     0	     0		
sp|Q15544|TAF11_HUMAN	Q15544	TAF11_HUMAN	TAF11	211	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 11	1.0000	0.9975	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q15596|NCOA2_HUMAN	Q15596	NCOA2_HUMAN	NCOA2	1464	Homo sapiens	1:Experimental evidence at protein level	Nuclear receptor coactivator 2	1.0000	0.9969	3	10	10	10	0	0	10	     0	     0	     0		
sp|Q15637|SF01_HUMAN	Q15637	SF01_HUMAN	SF1	639	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 1	1.0000	0.9990	4	12	12	12	2	4	6	     0	     0	     0		
sp|Q15642|CIP4_HUMAN	Q15642	CIP4_HUMAN	TRIP10	601	Homo sapiens	1:Experimental evidence at protein level	Cdc42-interacting protein 4	1.0000	0.9955	3	4	4	4	0	1	3	     0	     0	     0		
sp|Q15646|OASL_HUMAN	Q15646	OASL_HUMAN	OASL	514	Homo sapiens	1:Experimental evidence at protein level	2'-5'-oligoadenylate synthase-like protein	1.0000	0.9983	6	7	7	8	1	2	4	     0	     0	     0		
sp|Q15653|IKBB_HUMAN	Q15653	IKBB_HUMAN	NFKBIB	356	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B inhibitor beta	1.0000	0.9986	2	3	3	3	0	0	3	     0	     0	     0		
sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	Homo sapiens	1:Experimental evidence at protein level	ELAV-like protein 1	1.0000	0.9986	5	5	5	5	0	2	3	     0	     0	     0		
sp|Q15751|HERC1_HUMAN	Q15751	HERC1_HUMAN	HERC1	4861	Homo sapiens	1:Experimental evidence at protein level	Probable E3 ubiquitin-protein ligase HERC1	1.0000	0.9971	5	8	8	8	0	4	4	     0	     0	     0		
sp|Q15762|CD226_HUMAN	Q15762	CD226_HUMAN	CD226	336	Homo sapiens	1:Experimental evidence at protein level	CD226 antigen	1.0000	0.9987	4	5	5	5	1	0	4	     0	     0	     0		
sp|Q15773|MLF2_HUMAN	Q15773	MLF2_HUMAN	MLF2	248	Homo sapiens	1:Experimental evidence at protein level	Myeloid leukemia factor 2	1.0000	0.9961	4	5	5	5	1	1	3	     0	     0	     0		
sp|Q15782|CH3L2_HUMAN	Q15782	CH3L2_HUMAN	CHI3L2	390	Homo sapiens	1:Experimental evidence at protein level	Chitinase-3-like protein 2	1.0000	0.9976	3	8	8	8	1	2	5	     0	     0	     0		
sp|Q15785|TOM34_HUMAN	Q15785	TOM34_HUMAN	TOMM34	309	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM34	1.0000	0.9976	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q15834|CC85B_HUMAN	Q15834	CC85B_HUMAN	CCDC85B	202	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85B	1.0000	0.9987	2	7	7	7	0	2	5	     0	     0	     0		
sp|Q15904|VAS1_HUMAN	Q15904	VAS1_HUMAN	ATP6AP1	470	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0000	0.9980	2	3	3	3	1	2	0	     0	     0	     0		
sp|Q15910|EZH2_HUMAN	Q15910	EZH2_HUMAN	EZH2	746	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase EZH2	1.0000	0.9963	2	4	1	4	1	1	2	     0	     0	     0		
sp|Q15916|ZBTB6_HUMAN	Q15916	ZBTB6_HUMAN	ZBTB6	424	Homo sapiens	1:Experimental evidence at protein level	Zinc finger and BTB domain-containing protein 6	1.0000	0.9988	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q16531|DDB1_HUMAN	Q16531	DDB1_HUMAN	DDB1	1140	Homo sapiens	1:Experimental evidence at protein level	DNA damage-binding protein 1	1.0000	0.9984	7	14	14	14	1	7	6	     0	     0	     0		
sp|Q16548|B2LA1_HUMAN	Q16548	B2LA1_HUMAN	BCL2A1	175	Homo sapiens	1:Experimental evidence at protein level	Bcl-2-related protein A1	1.0000	0.9948	3	4	4	4	0	3	1	     0	     0	     0		
sp|Q16549|PCSK7_HUMAN	Q16549	PCSK7_HUMAN	PCSK7	785	Homo sapiens	1:Experimental evidence at protein level	Proprotein convertase subtilisin/kexin type 7	1.0000	0.9990	2	9	9	9	1	2	6	     0	     0	     0		
sp|Q16633|OBF1_HUMAN	Q16633	OBF1_HUMAN	POU2AF1	256	Homo sapiens	1:Experimental evidence at protein level	POU domain class 2-associating factor 1	1.0000	0.9924	2	3	3	3	2	1	0	     0	     0	     0		
sp|Q16637|SMN_HUMAN	Q16637	SMN_HUMAN	SMN1	294	Homo sapiens	1:Experimental evidence at protein level	Survival motor neuron protein	1.0000	0.9949	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q16658|FSCN1_HUMAN	Q16658	FSCN1_HUMAN	FSCN1	493	Homo sapiens	1:Experimental evidence at protein level	Fascin	1.0000	0.9990	3	5	5	5	1	1	3	     0	     0	     0		
sp|Q16659|MK06_HUMAN	Q16659	MK06_HUMAN	MAPK6	721	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase 6	1.0000	0.9949	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q16665|HIF1A_HUMAN	Q16665	HIF1A_HUMAN	HIF1A	826	Homo sapiens	1:Experimental evidence at protein level	Hypoxia-inducible factor 1-alpha	1.0000	0.9969	7	13	6	13	1	3	9	     0	     0	     0		
sp|Q16666|IF16_HUMAN	Q16666	IF16_HUMAN	IFI16	785	Homo sapiens	1:Experimental evidence at protein level	Gamma-interferon-inducible protein 16	1.0000	0.9977	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q16678|CP1B1_HUMAN	Q16678	CP1B1_HUMAN	CYP1B1	543	Homo sapiens	1:Experimental evidence at protein level	Cytochrome P450 1B1	1.0000	0.9982	2	5	5	5	2	2	1	     0	     0	     0		
sp|Q16690|DUS5_HUMAN	Q16690	DUS5_HUMAN	DUSP5	384	Homo sapiens	1:Experimental evidence at protein level	Dual specificity protein phosphatase 5	1.0000	0.9961	3	3	3	3	0	1	2	     0	     0	     0		
sp|Q16719|KYNU_HUMAN	Q16719	KYNU_HUMAN	KYNU	465	Homo sapiens	1:Experimental evidence at protein level	Kynureninase	1.0000	0.9943	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q16850|CP51A_HUMAN	Q16850	CP51A_HUMAN	CYP51A1	509	Homo sapiens	1:Experimental evidence at protein level	Lanosterol 14-alpha demethylase	1.0000	0.9983	3	7	7	7	0	3	4	     0	     0	     0		
sp|Q16854|DGUOK_HUMAN	Q16854	DGUOK_HUMAN	DGUOK	277	Homo sapiens	1:Experimental evidence at protein level	Deoxyguanosine kinase, mitochondrial	1.0000	0.9979	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q16891|MIC60_HUMAN	Q16891	MIC60_HUMAN	IMMT	758	Homo sapiens	1:Experimental evidence at protein level	MICOS complex subunit MIC60	1.0000	0.9989	4	5	5	5	0	1	4	     0	     0	     0		
sp|Q17RS7|GEN_HUMAN	Q17RS7	GEN_HUMAN	GEN1	908	Homo sapiens	1:Experimental evidence at protein level	Flap endonuclease GEN homolog 1	1.0000	0.9973	2	3	3	3	0	0	3	     0	     0	     0		
sp|Q19AV6|ZSWM7_HUMAN	Q19AV6	ZSWM7_HUMAN	ZSWIM7	140	Homo sapiens	1:Experimental evidence at protein level	Zinc finger SWIM domain-containing protein 7	1.0000	0.9942	2	7	7	7	0	2	5	     0	     0	     0		
sp|Q1ED39|KNOP1_HUMAN	Q1ED39	KNOP1_HUMAN	KNOP1	458	Homo sapiens	1:Experimental evidence at protein level	Lysine-rich nucleolar protein 1	1.0000	0.9977	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q1KMD3|HNRL2_HUMAN	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	747	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U-like protein 2	1.0000	0.9951	2	4	4	4	0	2	2	     0	     0	     0		
sp|Q29980|MICB_HUMAN	Q29980	MICB_HUMAN	MICB	383	Homo sapiens	1:Experimental evidence at protein level	MHC class I polypeptide-related sequence B	1.0000	0.9981	2	7	7	7	2	3	2	     0	     0	     0		
sp|Q29RF7|PDS5A_HUMAN	Q29RF7	PDS5A_HUMAN	PDS5A	1337	Homo sapiens	1:Experimental evidence at protein level	Sister chromatid cohesion protein PDS5 homolog A	1.0000	0.9988	3	4	4	4	1	0	3	     0	     0	     0		
sp|Q2M1Z3|RHG31_HUMAN	Q2M1Z3	RHG31_HUMAN	ARHGAP31	1444	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 31	1.0000	0.9986	2	4	4	4	0	1	3	     0	     0	     0		
sp|Q2M385|MPEG1_HUMAN	Q2M385	MPEG1_HUMAN	MPEG1	716	Homo sapiens	1:Experimental evidence at protein level	Macrophage-expressed gene 1 protein	1.0000	0.9965	2	5	5	5	1	2	2	     0	     0	     0		
sp|Q2M389|WASC4_HUMAN	Q2M389	WASC4_HUMAN	WASHC4	1173	Homo sapiens	1:Experimental evidence at protein level	WASH complex subunit 4	1.0000	0.9938	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q2MV58|TECT1_HUMAN	Q2MV58	TECT1_HUMAN	TCTN1	587	Homo sapiens	1:Experimental evidence at protein level	Tectonic-1	1.0000	0.9986	3	4	4	4	0	2	2	     0	     0	     0		
sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1_HUMAN	TSR1	804	Homo sapiens	1:Experimental evidence at protein level	Pre-rRNA-processing protein TSR1 homolog	1.0000	0.9981	5	17	17	17	1	6	10	     0	     0	     0		
sp|Q2QGD7|ZXDC_HUMAN	Q2QGD7	ZXDC_HUMAN	ZXDC	858	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein ZXDC	1.0000	0.9932	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q2T9J0|TYSD1_HUMAN	Q2T9J0	TYSD1_HUMAN	TYSND1	566	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal leader peptide-processing protease	1.0000	0.9932	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q30154|DRB5_HUMAN	Q30154	DRB5_HUMAN	HLA-DRB5	266	Homo sapiens	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DR beta 5 chain	1.0000	0.9956	3	10	10	10	3	2	5	     0	     0	     0		
sp|Q32MZ4|LRRF1_HUMAN	Q32MZ4	LRRF1_HUMAN	LRRFIP1	808	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat flightless-interacting protein 1	1.0000	0.9956	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q32NB8|PGPS1_HUMAN	Q32NB8	PGPS1_HUMAN	PGS1	556	Homo sapiens	1:Experimental evidence at protein level	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	1.0000	0.9959	2	5	5	5	0	3	2	     0	     0	     0		
sp|Q32P41|TRM5_HUMAN	Q32P41	TRM5_HUMAN	TRMT5	509	Homo sapiens	1:Experimental evidence at protein level	tRNA (guanine(37)-N(1))-methyltransferase	1.0000	0.9973	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q32P44|EMAL3_HUMAN	Q32P44	EMAL3_HUMAN	EML3	896	Homo sapiens	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 3	1.0000	0.9974	2	4	4	4	1	1	2	     0	     0	     0		
sp|Q38SD2|LRRK1_HUMAN	Q38SD2	LRRK1_HUMAN	LRRK1	2015	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat serine/threonine-protein kinase 1	1.0000	0.9982	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q3B726|RPA43_HUMAN	Q3B726	RPA43_HUMAN	POLR1F	338	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA43	1.0000	0.9941	1	2	2	2	0	0	2	     0	     0	     0		
